path,HIG,EXO,TOP,SUS,SMP,EXO,BPH,B2G,HIN,TRK,JME,MUO,EGM,TAU,BTV,PF,AlCa,DPG,TSG,Owners,online,validation,Rate,Pure Rate,PS,stream,dataset,L1 seed
HLT_PFHT780_v,,,,todo,,,,,,,,,,,,,,,,1,yes,,0.41,0,32,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT700_PFMET95_PFMHT95_IDTight_v,,,,,,,,,,,,,,,,,,,,0,yes,,3.26,0,1,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT700_PFMET85_PFMHT85_IDTight_v,todo,,todo,,,,,,,,,,,,,,,,,2,yes,,5.3,0,1,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT680_v,,,,todo,,,,,,,,,,,,,,,,1,yes,,0.81,0,64,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT590_v,,,,todo,,,,,,,,,,,,,,,,1,yes,,0.41,0,128,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT510_v,,,,todo,,,,,,,,,,,,,,,,1,yes,,0.81,0,256,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT500_PFMET110_PFMHT110_IDTight_v,,,,todo,,,,,,,,,,,,,,,,1,yes,,6.93,0,1,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT500_PFMET100_PFMHT100_IDTight_v,todo,,todo,todo,,,,,,,,,,,,,,,,3,yes,,10.18,0.41,1,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT450_SixPFJet36_v,,,todo,,,,,,,,,,,,,,,,,1,yes,,1.22,0,25,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT450_SixPFJet36_PFBTagDeepJet_1p59_v,,,todo,,,,,todo,,,,,,,,,,,,2,yes,,4.48,0.81,1,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT450_SixPFJet36_PFBTagDeepCSV_1p59_v,todo,,todo,,,,,todo,,,,,,,,,,,,3,yes,,4.89,1.63,1,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT430_v,,,,todo,,,,,,,,,,,,,,,,1,yes,,0.81,0.41,1,PhysicsHadronsTaus,JetHT,L1_HTT255er
HLT_PFHT400_SixPFJet32_v,,,todo,,,,,,,,,,,,,,,,,1,yes,,0.81,0,65,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT400_SixPFJet32_DoublePFBTagDeepJet_2p94_v,,,todo,,,,,using,,,,,,,,,,,,2,yes,,4.48,0,1,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT400_SixPFJet32_DoublePFBTagDeepCSV_2p94_v,todo,,todo,,,,,,,,,,,,,,,,,2,yes,,3.67,0,1,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT400_FivePFJet_120_120_60_30_30_DoublePFBTagDeepJet_4p5_v,,,,,,,,done,,,,,,,,,,,,1,yes,,9.78,0,1,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5 OR L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5
HLT_PFHT400_FivePFJet_120_120_60_30_30_DoublePFBTagDeepCSV_4p5_v,,,,,,,,todo,,,,,,,,,,,,1,yes,,10.18,0,1,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5 OR L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5
HLT_PFHT400_FivePFJet_100_100_60_30_30_v,,,,,,,,todo,,,,,,,,,,,,1,yes,,4.48,2.04,40,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5 OR L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5
HLT_PFHT400_FivePFJet_100_100_60_30_30_DoublePFBTagDeepJet_4p5_v,,,,,,,,done,,,,,,,,,,,,1,yes,,13.85,0.81,1,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5 OR L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5
HLT_PFHT400_FivePFJet_100_100_60_30_30_DoublePFBTagDeepCSV_4p5_v,,,,,,,,todo,,,,,,,,,,,,1,yes,,13.44,0.81,1,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5 OR L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5
HLT_PFHT370_v,,,,todo,,,,,,,,,,,,,,,,1,yes,,0,0,1,PhysicsHadronsTaus,JetHT,L1_HTT200er
HLT_PFHT350MinPFJet15_v,,,,,,,,,,,,,,,,,,,,0,yes,,0.41,0.41,3072,PhysicsHadronsTaus,JetHT,L1_SingleEG40er2p5 OR L1_SingleTau120er2p1 OR L1_SingleJet180 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_PFHT350_v,,,todo,todo,todo,,,,,,,,,,,,,,,3,yes,,4.89,2.44,256,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
HLT_PFHT330PT30_QuadPFJet_75_60_45_40_v,,,,,,,,using,,,,,,,,,,,,1,yes,,2.44,1.22,128,PhysicsHadronsTaus,JetHT,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3
HLT_PFHT330PT30_QuadPFJet_75_60_45_40_TriplePFBTagDeepJet_4p5_v,,todo,,,,todo,,using,,,,,,,,,,,,3,yes,,4.07,0,1,PhysicsHadronsTaus,JetHT,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3
HLT_PFHT330PT30_QuadPFJet_75_60_45_40_TriplePFBTagDeepCSV_4p5_v,todo,todo,,,,todo,,todo,,,,,,,,,,,,4,yes,,7.33,0.41,1,PhysicsHadronsTaus,JetHT,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3
HLT_PFHT250_v,,,,todo,todo,,,,,,,,,,,,,,,2,yes,,0.41,0.41,1,PhysicsHadronsTaus,JetHT,L1_HTT160er
HLT_PFHT180_v,,,,todo,,,,,,,,,,,,,,,,1,yes,,1.22,1.22,1,PhysicsHadronsTaus,JetHT,L1_HTT120er
HLT_PFHT1050_v,todo,,todo,todo,,,,todo,,,,,,,,,,,,4,yes,,8.96,0,1,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_Mu12eta2p3_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,1.22,0.81,100,PhysicsHadronsTaus,JetHT,L1_SingleMu7
HLT_Mu12eta2p3_PFJet40_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,0,0,1,PhysicsHadronsTaus,JetHT,L1_Mu3_Jet30er2p5
HLT_Mu12_DoublePFJets54MaxDeta1p6_DoublePFBTagDeepJet_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,14.67,0,1,PhysicsHadronsTaus,JetHT,L1_Mu10er2p3_Jet32er2p3_dR_Max0p4_DoubleJet32er2p3_dEta_Max1p6 OR L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6
HLT_Mu12_DoublePFJets54MaxDeta1p6_DoublePFBTagDeepCSV_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,12.22,0,1,PhysicsHadronsTaus,JetHT,L1_Mu10er2p3_Jet32er2p3_dR_Max0p4_DoubleJet32er2p3_dEta_Max1p6 OR L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6
HLT_Mu12_DoublePFJets40MaxDeta1p6_DoublePFBTagDeepJet_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,29.33,1.63,1,PhysicsHadronsTaus,JetHT,L1_Mu10er2p3_Jet32er2p3_dR_Max0p4_DoubleJet32er2p3_dEta_Max1p6 OR L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6
HLT_Mu12_DoublePFJets40MaxDeta1p6_DoublePFBTagDeepCSV_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,24.44,0,1,PhysicsHadronsTaus,JetHT,L1_Mu10er2p3_Jet32er2p3_dR_Max0p4_DoubleJet32er2p3_dEta_Max1p6 OR L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6
HLT_Mu12_DoublePFJets40_PFBTagDeepJet_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,1.22,0.41,1,PhysicsHadronsTaus,JetHT,L1_Mu3_Jet16er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets40_PFBTagDeepCSV_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0.81,0,1,PhysicsHadronsTaus,JetHT,L1_Mu3_Jet16er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets350_PFBTagDeepJet_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0,0,1,PhysicsHadronsTaus,JetHT,L1_Mu3_Jet120er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets350_PFBTagDeepCSV_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0,0,1,PhysicsHadronsTaus,JetHT,L1_Mu3_Jet120er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets200_PFBTagDeepJet_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0.41,0,1,PhysicsHadronsTaus,JetHT,L1_Mu3_Jet120er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets200_PFBTagDeepCSV_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0.41,0,1,PhysicsHadronsTaus,JetHT,L1_Mu3_Jet120er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets100_PFBTagDeepJet_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0.41,0,1,PhysicsHadronsTaus,JetHT,L1_Mu3_Jet60er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets100_PFBTagDeepCSV_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0.41,0,1,PhysicsHadronsTaus,JetHT,L1_Mu3_Jet60er2p5_dR_Max0p4
HLT_DoublePFJets40_PFBTagDeepJet_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0.41,0,1,PhysicsHadronsTaus,JetHT,L1_DoubleJet40er2p5
HLT_DoublePFJets40_PFBTagDeepCSV_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0.41,0,1,PhysicsHadronsTaus,JetHT,L1_DoubleJet40er2p5
HLT_DoublePFJets350_PFBTagDeepJet_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0,0,1,PhysicsHadronsTaus,JetHT,L1_DoubleJet120er2p5
HLT_DoublePFJets350_PFBTagDeepCSV_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0,0,1,PhysicsHadronsTaus,JetHT,L1_DoubleJet120er2p5
HLT_DoublePFJets200_PFBTagDeepJet_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0.41,0,1,PhysicsHadronsTaus,JetHT,L1_DoubleJet120er2p5
HLT_DoublePFJets200_PFBTagDeepCSV_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0.41,0,1,PhysicsHadronsTaus,JetHT,L1_DoubleJet120er2p5
HLT_DoublePFJets128MaxDeta1p6_DoublePFBTagDeepJet_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,6.93,0,1,PhysicsHadronsTaus,JetHT,L1_DoubleJet100er2p3_dEta_Max1p6 OR L1_DoubleJet112er2p3_dEta_Max1p6
HLT_DoublePFJets128MaxDeta1p6_DoublePFBTagDeepCSV_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,7.74,0,1,PhysicsHadronsTaus,JetHT,L1_DoubleJet100er2p3_dEta_Max1p6 OR L1_DoubleJet112er2p3_dEta_Max1p6
HLT_DoublePFJets116MaxDeta1p6_DoublePFBTagDeepJet_p71_v,done,todo,,,,todo,,,,,,,,,,,,,,3,yes,,8.96,0,1,PhysicsHadronsTaus,JetHT,L1_DoubleJet100er2p3_dEta_Max1p6 OR L1_DoubleJet112er2p3_dEta_Max1p6
HLT_DoublePFJets116MaxDeta1p6_DoublePFBTagDeepCSV_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,10.18,0,1,PhysicsHadronsTaus,JetHT,L1_DoubleJet100er2p3_dEta_Max1p6 OR L1_DoubleJet112er2p3_dEta_Max1p6
HLT_DoublePFJets100_PFBTagDeepJet_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0.81,0,2,PhysicsHadronsTaus,JetHT,L1_DoubleJet100er2p5
HLT_DoublePFJets100_PFBTagDeepCSV_p71_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0.41,0,2,PhysicsHadronsTaus,JetHT,L1_DoubleJet100er2p5
HLT_DiPFJetAve80_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,0.41,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet60
HLT_DiPFJetAve80_HFJEC_v,,,,,,,,,,,done,,,,,,,,,1,yes,,2.04,0.81,2,PhysicsHadronsTaus,JetHT,L1_SingleJet60 OR L1_SingleJet60_FWD3p0
HLT_DiPFJetAve60_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,1.22,0.41,5,PhysicsHadronsTaus,JetHT,L1_ZeroBias
HLT_DiPFJetAve60_HFJEC_v,,,,,,,,,,,done,,,,,,,,,1,yes,,2.04,1.22,1,PhysicsHadronsTaus,JetHT,L1_SingleJet35 OR L1_SingleJet35_FWD3p0 OR L1_ZeroBias
HLT_DiPFJetAve500_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,1.22,0,4,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_DiPFJetAve400_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,2.44,0,16,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_DiPFJetAve40_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,0.41,0.41,25,PhysicsHadronsTaus,JetHT,L1_ZeroBias
HLT_DiPFJetAve320_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,1.63,0,48,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_DiPFJetAve300_HFJEC_v,,,,,,,,,,,done,,,,,,,,,1,yes,,1.63,0.41,1,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_DiPFJetAve260_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,1.22,0,128,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_DiPFJetAve220_HFJEC_v,,,,,,,,,,,done,,,,,,,,,1,yes,,2.04,0.81,8,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_DiPFJetAve200_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,1.63,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet120
HLT_DiPFJetAve160_HFJEC_v,,,,,,,,,,,done,,,,,,,,,1,yes,,2.04,0.41,1,PhysicsHadronsTaus,JetHT,L1_SingleJet120 OR L1_SingleJet120_FWD3p0
HLT_DiPFJetAve140_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,1.63,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet90
HLT_DiPFJetAve100_HFJEC_v,,,,,,,,,,,done,,,,,,,,,1,yes,,3.26,1.63,1,PhysicsHadronsTaus,JetHT,L1_SingleJet60 OR L1_SingleJet60_FWD3p0 OR L1_SingleJet90 OR L1_SingleJet90_FWD3p0
HLT_CaloJet550_NoJetID_v,,,,,,,,,,,,,todo,,,,,,,1,yes,,7.74,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_CaloJet500_NoJetID_v,,,todo,,,,,,,,,,,,,,,,,1,yes,,14.67,0.41,1,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd80_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,1.63,0.81,18,PhysicsHadronsTaus,JetHT,L1_SingleJet60_FWD3p0
HLT_AK8PFJetFwd60_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,3.26,2.44,1,PhysicsHadronsTaus,JetHT,L1_SingleJet35_FWD3p0
HLT_AK8PFJetFwd500_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,1.63,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd450_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,2.44,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd400_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,3.67,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd40_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,0,0,750,PhysicsHadronsTaus,JetHT,L1_ZeroBias
HLT_AK8PFJetFwd320_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,3.67,0,4,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd260_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,3.67,0,8,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd25_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_ZeroBias
HLT_AK8PFJetFwd200_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,0.41,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet120_FWD3p0
